.y.	group1	group2	p	p.adj	p.format	p.signif	method
68	No_DELETION	Small Bowel	Ovarian	0.902620095999378	1	0.9026	ns	Wilcoxon
69	No_DELETION	Endometrial	Rectal	0.0204223046809823	1	0.0204	*	Wilcoxon
70	No_DELETION	Endometrial	CUP	0.431219807066835	1	0.4312	ns	Wilcoxon
71	No_DELETION	Endometrial	Other	0.0664647142240676	1	0.0665	ns	Wilcoxon
72	No_DELETION	Endometrial	Ovarian	0.42824016537482	1	0.4282	ns	Wilcoxon
73	No_DELETION	Rectal	CUP	0.562493077025338	1	0.5625	ns	Wilcoxon
74	No_DELETION	Rectal	Other	0.0158195788262659	1	0.0158	*	Wilcoxon
75	No_DELETION	Rectal	Ovarian	0.130338778637855	1	0.1303	ns	Wilcoxon
76	No_DELETION	CUP	Other	0.0834498294931029	1	0.0834	ns	Wilcoxon
77	No_DELETION	CUP	Ovarian	0.239525544193556	1	0.2395	ns	Wilcoxon
78	No_DELETION	Other	Ovarian	0.924375531606144	1	0.9244	ns	Wilcoxon
