.y.	group1	group2	p	p.adj	p.format	p.signif	method
30	log.Aneuploidy.Score	Bladder	Pancreas	0.412121212121212	1	0.412	ns	Wilcoxon
31	log.Aneuploidy.Score	Bladder	Prostate	0.787878787878788	1	0.788	ns	Wilcoxon
32	log.Aneuploidy.Score	Bladder	Rectal	0.474701768819416	1	0.475	ns	Wilcoxon
33	log.Aneuploidy.Score	Bladder	Small Bowel	0.648484848484848	1	0.648	ns	Wilcoxon
34	log.Aneuploidy.Score	Colorectal	CUP	0.885448916408669	1	0.885	ns	Wilcoxon
35	log.Aneuploidy.Score	Colorectal	Endometrial	0.56581081828797	1	0.566	ns	Wilcoxon
36	log.Aneuploidy.Score	Colorectal	Esophagogastric	0.383437380889736	1	0.383	ns	Wilcoxon
37	log.Aneuploidy.Score	Colorectal	Other	0.0948326699100693	1	0.095	ns	Wilcoxon
38	log.Aneuploidy.Score	Colorectal	Ovarian	0.573529411764706	1	0.574	ns	Wilcoxon
39	log.Aneuploidy.Score	Colorectal	Pancreas	1	1	1.000	ns	Wilcoxon
40	log.Aneuploidy.Score	Colorectal	Prostate	0.100103199174407	1	0.100	ns	Wilcoxon
41	log.Aneuploidy.Score	Colorectal	Rectal	0.806541930273253	1	0.807	ns	Wilcoxon
42	log.Aneuploidy.Score	Colorectal	Small Bowel	0.885448916408669	1	0.885	ns	Wilcoxon
43	log.Aneuploidy.Score	CUP	Endometrial	0.732938395933041	1	0.733	ns	Wilcoxon
44	log.Aneuploidy.Score	CUP	Esophagogastric	0.536179529282978	1	0.536	ns	Wilcoxon
45	log.Aneuploidy.Score	CUP	Other	0.609523809523809	1	0.610	ns	Wilcoxon
46	log.Aneuploidy.Score	CUP	Ovarian	0.4	1	0.400	ns	Wilcoxon
47	log.Aneuploidy.Score	CUP	Pancreas	0.485714285714286	1	0.486	ns	Wilcoxon
48	log.Aneuploidy.Score	CUP	Prostate	0.342857142857143	1	0.343	ns	Wilcoxon
49	log.Aneuploidy.Score	CUP	Rectal	0.945054945054945	1	0.945	ns	Wilcoxon
50	log.Aneuploidy.Score	CUP	Small Bowel	0.885714285714286	1	0.886	ns	Wilcoxon
51	log.Aneuploidy.Score	Endometrial	Esophagogastric	0.813084110842961	1	0.813	ns	Wilcoxon
52	log.Aneuploidy.Score	Endometrial	Other	0.106544006342125	1	0.107	ns	Wilcoxon
53	log.Aneuploidy.Score	Endometrial	Ovarian	0.373821915024022	1	0.374	ns	Wilcoxon
54	log.Aneuploidy.Score	Endometrial	Pancreas	0.880656884161261	1	0.881	ns	Wilcoxon
55	log.Aneuploidy.Score	Endometrial	Prostate	0.129768788863959	1	0.130	ns	Wilcoxon
56	log.Aneuploidy.Score	Endometrial	Rectal	0.67338855242824	1	0.673	ns	Wilcoxon
57	log.Aneuploidy.Score	Endometrial	Small Bowel	0.945591492160725	1	0.946	ns	Wilcoxon
58	log.Aneuploidy.Score	Esophagogastric	Other	0.0218077405229797	1	0.022	*	Wilcoxon
59	log.Aneuploidy.Score	Esophagogastric	Ovarian	0.350301039956212	1	0.350	ns	Wilcoxon
60	log.Aneuploidy.Score	Esophagogastric	Pancreas	0.659149790184273	1	0.659	ns	Wilcoxon
61	log.Aneuploidy.Score	Esophagogastric	Prostate	0.0523262178434592	1	0.052	ns	Wilcoxon
62	log.Aneuploidy.Score	Esophagogastric	Rectal	0.542563451825377	1	0.543	ns	Wilcoxon
63	log.Aneuploidy.Score	Esophagogastric	Small Bowel	0.883050538222952	1	0.883	ns	Wilcoxon
64	log.Aneuploidy.Score	Other	Ovarian	0.904761904761905	1	0.905	ns	Wilcoxon
65	log.Aneuploidy.Score	Other	Pancreas	0.171428571428571	1	0.171	ns	Wilcoxon
66	log.Aneuploidy.Score	Other	Prostate	0.914285714285714	1	0.914	ns	Wilcoxon
67	log.Aneuploidy.Score	Other	Rectal	0.0726773226773227	1	0.073	ns	Wilcoxon
68	log.Aneuploidy.Score	Other	Small Bowel	0.476190476190476	1	0.476	ns	Wilcoxon
69	log.Aneuploidy.Score	Ovarian	Pancreas	0.4	1	0.400	ns	Wilcoxon
70	log.Aneuploidy.Score	Ovarian	Prostate	0.857142857142857	1	0.857	ns	Wilcoxon
71	log.Aneuploidy.Score	Ovarian	Rectal	0.468531468531469	1	0.469	ns	Wilcoxon
72	log.Aneuploidy.Score	Ovarian	Small Bowel	0.628571428571429	1	0.629	ns	Wilcoxon
73	log.Aneuploidy.Score	Pancreas	Prostate	0.342857142857143	1	0.343	ns	Wilcoxon
74	log.Aneuploidy.Score	Pancreas	Rectal	1	1	1.000	ns	Wilcoxon
75	log.Aneuploidy.Score	Pancreas	Small Bowel	0.885714285714286	1	0.886	ns	Wilcoxon
76	log.Aneuploidy.Score	Prostate	Rectal	0.105894105894106	1	0.106	ns	Wilcoxon
77	log.Aneuploidy.Score	Prostate	Small Bowel	0.485714285714286	1	0.486	ns	Wilcoxon
78	log.Aneuploidy.Score	Rectal	Small Bowel	1	1	1.000	ns	Wilcoxon
